iter,cost,gradnorm,Delta,time,rho,rhonum,rhoden,accepted,numinner,stepsize,hooked
0,-387.446825253128,81.4426664262224,8.88291900221993,0.0480249,Inf,NaN,NaN,1,0,NaN,0
1,-883.730675076324,64.2966173299839,17.7658380044399,0.1074996,0.76001561984274,496.283849823282,652.991644995364,1,1,8.88291900221993,0
2,-955.457859807433,56.613781056547,4.44145950110997,0.1318197,0.114827753185581,71.727184731305,624.650249973817,1,1,17.7658380044399,0
3,-1156.4428495371,41.1694518422267,8.88291900221993,0.1508687,0.907810418187893,200.984989729879,221.395332883567,1,1,4.44145950110997,0
4,-1267.55981463493,23.2768281087655,8.88291900221993,0.1812832,0.573710237055618,111.116965098087,193.681335840125,1,1,8.88291900221993,0
5,-1301.66588039953,4.38087274580421,8.88291900221993,0.2507222,0.822012219461707,34.106065764882,41.4909474061301,1,2,3.7266224634444,0
6,-1302.58325748429,0.191228030850563,8.88291900221993,0.2653693,1.02177197491545,0.917377085052558,0.897829562342881,1,1,0.409886163853424,0
7,-1302.58509296095,0.00081359090041381,8.88291900221993,0.2789651,0.998071766412239,0.00183547694542857,0.00183902301136776,1,1,0.019233819581328,0
8,-1302.58509299405,5.04271852911894e-09,8.88291900221993,0.2949581,0.999990514305232,3.33857441898646e-08,3.33860608798476e-08,1,1,8.13598796905572e-05,0
