    0,3.16109564157097411297e+00,    1.00000000000000000000e+00,    0.0000000000e+00,     ,    0
    1,2.97095267611567281918e+00,    1.38411623866727924023e-15,    1.5625000000e-02,  grd,    8
    2,1.55039849174254840136e+00,    2.90505868045399552215e-15,    7.8125000000e-03,  grd,    9
    3,3.06614968383140951147e-01,    8.28070222059605997758e-16,    1.0000000000e+00,  new,    2
    4,2.94076466797391078423e-01,    6.05222194941524502632e-15,    1.5625000000e-02,  grd,    8
    5,2.62744345837255643961e-01,    1.75105228233008597607e-15,    7.8125000000e-03,  grd,    9
    6,2.51249517511797471059e-01,    1.12728621628177503449e-15,    7.8125000000e-03,  grd,    9
    7,2.43993485800524739782e-01,    2.86838280930271969908e-15,    7.8125000000e-03,  grd,    9
    8,2.39088901500697170732e-01,    1.73902958111801652562e-15,    7.8125000000e-03,  grd,    9
    9,2.35783318982333317537e-01,    1.68511780722694354533e-15,    7.8125000000e-03,  grd,    9
   10,2.33718203341345270863e-01,    2.21812983366741754835e-15,    7.8125000000e-03,  grd,    9
   11,2.32743273066866096510e-01,    3.34015934877813447248e-15,    7.8125000000e-03,  grd,    9
   12,1.82924376434730334706e-01,    1.72596939589534394396e-15,    3.9062500000e-03,  grd,   10
   13,1.77411188913498302222e-01,    1.33173577975774514684e-15,    3.1250000000e-02,  grd,    7
   14,1.77074073681554311488e-01,    1.35439430348736524775e-15,    7.8125000000e-03,  grd,    9
   15,1.71045359093584259380e-01,    1.19195385146390522425e-15,    3.9062500000e-03,  grd,   10
   16,1.68176434585552980749e-01,    1.63272693553107118688e-15,    3.1250000000e-02,  grd,    7
   17,1.64630136123265491399e-01,    2.29426066745310360835e-15,    3.9062500000e-03,  grd,   10
   18,1.63756963350454753936e-01,    2.31740591305866643020e-15,    6.2500000000e-02,  grd,    6
   19,1.55664373272956430005e-01,    1.10790311195000119579e-15,    3.9062500000e-03,  grd,   10
   20,1.54818250558109105075e-01,    2.34256055426463120574e-15,    1.5625000000e-02,  grd,    8
   21,1.54391585410565718162e-01,    1.38669480738579343082e-15,    7.8125000000e-03,  grd,    9
   22,1.54140124262412137046e-01,    1.87710170390661803936e-15,    7.8125000000e-03,  grd,    9
   23,1.54126607597137837979e-01,    1.68595610598144354366e-15,    7.8125000000e-03,  grd,    9
   24,1.51333048113215934416e-01,    1.39631179060370132411e-15,    3.9062500000e-03,  grd,   10
   25,1.49878519342002025638e-01,    1.53575608035575639607e-15,    3.1250000000e-02,  grd,    7
   26,8.93277336978767627640e-02,    6.99220141757977734979e-16,    1.0000000000e+00,  new,    2
   27,8.92823143931047030764e-02,    9.36275267398786271300e-15,    3.1250000000e-02,  grd,    7
   28,8.90733517200490432231e-02,    4.71097669925112772200e-15,    7.8125000000e-03,  grd,    9
   29,8.67336436565827872958e-02,    2.52518799954100077277e-15,    3.9062500000e-03,  grd,   10
   30,8.61641391656485233774e-02,    6.80005122872371564998e-15,    3.1250000000e-02,  grd,    7
   31,8.59063894650687054355e-02,    5.58973761126103638531e-15,    7.8125000000e-03,  grd,    9
   32,8.57321996924652884875e-02,    3.94579681834822714849e-15,    7.8125000000e-03,  grd,    9
   33,8.55980225947864659108e-02,    3.28275029346956003907e-15,    7.8125000000e-03,  grd,    9
   34,8.54937292445471785918e-02,    4.76142699496683342135e-15,    7.8125000000e-03,  grd,    9
   35,8.54197308173550856614e-02,    4.00277928561133649865e-15,    7.8125000000e-03,  grd,    9
   36,8.53803524226550702991e-02,    6.79237313434120785712e-15,    7.8125000000e-03,  grd,    9
   37,8.42705804296686455945e-02,    6.33216349526897878271e-15,    3.9062500000e-03,  grd,   10
   38,8.38190480809812010765e-02,    6.03183372279694515154e-15,    1.2500000000e-01,  grd,    5
   39,8.08105422036701215305e-02,    4.97808262956481950220e-15,    3.9062500000e-03,  grd,   10
   40,8.04911408111991383274e-02,    2.64046287337243775117e-15,    3.1250000000e-02,  grd,    7
