    0,3.16109564157097411297e+00,    1.00000000000000000000e+00,    0.0000000000e+00,     ,    0
    1,2.97095267611567281918e+00,    1.38411623866727924023e-15,    1.5625000000e-02,  grd,    8
    2,1.55039849174254840136e+00,    2.90505868045399552215e-15,    7.8125000000e-03,  grd,    9
    3,1.20183287957095696896e+00,    8.28070222059605997758e-16,    7.8125000000e-03,  grd,    9
    4,1.00618763392259169542e+00,    1.09216013589062017235e-15,    7.8125000000e-03,  grd,    9
    5,8.85462712280183139590e-01,    2.95284707610408726120e-14,    7.8125000000e-03,  grd,    9
    6,8.08040057005571688009e-01,    9.96496864568196959798e-16,    7.8125000000e-03,  grd,    9
    7,7.57229601557111053900e-01,    1.53479955572870404193e-15,    7.8125000000e-03,  grd,    9
    8,7.23400038846811699322e-01,    5.94845774670357592908e-15,    7.8125000000e-03,  grd,    9
    9,7.00796918498933218977e-01,    8.97469567419734040095e-16,    7.8125000000e-03,  grd,    9
   10,6.85834120856310569536e-01,    7.44234578274501497201e-16,    7.8125000000e-03,  grd,    9
   11,6.76264693896457269595e-01,    7.01907123292836296803e-16,    7.8125000000e-03,  grd,    9
   12,6.70636553952342562290e-01,    1.39427518865156172227e-15,    7.8125000000e-03,  grd,    9
   13,6.68033037852111988286e-01,    6.94112000887759890987e-16,    7.8125000000e-03,  grd,    9
   14,3.37151119872126481258e-01,    2.55430025891029226087e-16,    3.9062500000e-03,  grd,   10
   15,3.09357238627246178275e-01,    7.09634379479942123082e-16,    6.2500000000e-02,  grd,    6
   16,2.61796949815790991334e-01,    1.63558267769862353583e-14,    3.9062500000e-03,  grd,   10
   17,2.57263926065126269371e-01,    7.86991062078658978206e-15,    1.5625000000e-02,  grd,    8
   18,2.55059652228158295628e-01,    1.15233435739609374167e-15,    7.8125000000e-03,  grd,    9
   19,2.54123409215318007970e-01,    5.21867395325861985711e-16,    7.8125000000e-03,  grd,    9
   20,2.43537177690731354573e-01,    6.82511557880024212216e-16,    3.9062500000e-03,  grd,   10
   21,2.37650239755183012580e-01,    9.22043536082544989610e-16,    3.1250000000e-02,  grd,    7
   22,2.29250621071823534880e-01,    3.00820311628067079619e-16,    3.9062500000e-03,  grd,   10
   23,1.19336865418174856157e-01,    5.78148753051591626364e-16,    1.0000000000e+00,  new,    2
   24,1.09730726624103797073e-01,    2.19070852225094002055e-16,    3.1250000000e-02,  grd,    7
   25,9.55249978960906742653e-02,    1.55316930226904783520e-16,    1.5625000000e-02,  grd,    8
   26,1.52108910542742975514e-02,    1.76303749102719965471e-16,    1.0000000000e+00,  new,    2
   27,5.24550635559308995291e-04,    5.26932582495558472652e-17,    1.0000000000e+00,  new,    2
   28,5.04196824466503581465e-04,    2.04865975611209249565e-18,    3.1250000000e-02,  grd,    7
   29,4.97579679530367252269e-04,    1.94256834099880634770e-18,    6.2500000000e-02,  grd,    6
   30,4.80980074663294853571e-04,    1.25018504611099288895e-18,    3.1250000000e-02,  grd,    7
   31,4.71248923971458221274e-04,    6.39368294435312826124e-19,    7.8125000000e-03,  grd,    9
   32,4.68213352835143627618e-04,    1.33871403879821575204e-18,    7.8125000000e-03,  grd,    9
   33,4.57381228060634915412e-04,    1.90125088953842370919e-18,    3.9062500000e-03,  grd,   10
   34,4.55656174319011945950e-04,    1.32935299547698035141e-18,    3.1250000000e-02,  grd,    7
   35,4.45182963337398425723e-04,    1.64307593683632727942e-18,    3.9062500000e-03,  grd,   10
   36,5.59748457448563059894e-07,    2.02211741928599524924e-18,    1.0000000000e+00,  new,    2
   37,4.55289416102592535400e-13,    3.37175148074641579323e-22,    1.0000000000e+00,  new,    2
