    0,3.16109564157097189252e+00,    1.00000000000000000000e+00,    0.0000000000e+00,     ,    0
    1,2.97095267611566216104e+00,    1.15237283176802139983e-15,    1.5625000000e-02,  grd,    8
    2,1.55039849174254351638e+00,    3.27691631642189050386e-15,    7.8125000000e-03,  grd,    9
    3,1.20183287957094875331e+00,    1.06778742709112157135e-15,    7.8125000000e-03,  grd,    9
    4,1.00618763392258436795e+00,    5.77761186059827948882e-16,    7.8125000000e-03,  grd,    9
    5,8.85462712280174479851e-01,    2.33899478422652158275e-14,    7.8125000000e-03,  grd,    9
    6,8.08040057005563583381e-01,    7.26850998963402045902e-16,    7.8125000000e-03,  grd,    9
    7,7.57229601557105280740e-01,    2.60285724928278931735e-15,    7.8125000000e-03,  grd,    9
    8,7.23400038846807036386e-01,    9.33380561532989068970e-15,    7.8125000000e-03,  grd,    9
    9,7.00796918498930332397e-01,    6.40659518902306685642e-16,    7.8125000000e-03,  grd,    9
   10,6.85834120856309459313e-01,    7.69891504247633474688e-16,    7.8125000000e-03,  grd,    9
   11,6.76264693896456603461e-01,    9.67571648999936537437e-16,    7.8125000000e-03,  grd,    9
   12,6.70636553952342784335e-01,    3.96484384098616926710e-15,    7.8125000000e-03,  grd,    9
   13,6.68033037852110656019e-01,    1.14191566847805027696e-15,    7.8125000000e-03,  grd,    9
   14,3.37151119872125648591e-01,    4.38517573118645003001e-16,    3.9062500000e-03,  grd,   10
   15,3.09357238627234298889e-01,    5.38337241736432431393e-16,    6.2500000000e-02,  grd,    6
   16,2.61796949815790713778e-01,    5.61621273351627027917e-15,    3.9062500000e-03,  grd,   10
   17,2.57263926065123216258e-01,    6.52034783237546364642e-15,    1.5625000000e-02,  grd,    8
   18,2.55059652228154243314e-01,    1.32704572760880632079e-15,    7.8125000000e-03,  grd,    9
   19,2.54123409215311291121e-01,    1.70896175372662027831e-15,    7.8125000000e-03,  grd,    9
   20,2.43537177690731271307e-01,    1.16323179554366483438e-15,    3.9062500000e-03,  grd,   10
   21,2.37650239755173742218e-01,    7.53024295131725347513e-16,    3.1250000000e-02,  grd,    7
   22,2.29250621071821480967e-01,    4.87340156474151885987e-16,    3.9062500000e-03,  grd,   10
   23,1.19336865418171997333e-01,    5.29382640946509978139e-16,    1.0000000000e+00,  new,    2
   24,1.09730726624100952127e-01,    3.25371361919284729408e-16,    3.1250000000e-02,  grd,    7
   25,9.55249978960893975088e-02,    2.12079238363064712870e-16,    1.5625000000e-02,  grd,    8
   26,1.52108910542760652346e-02,    1.73234229921025714133e-16,    1.0000000000e+00,  new,    2
   27,5.24550635558879759651e-04,    3.40563600773321527418e-17,    1.0000000000e+00,  new,    2
   28,5.04196824465547748829e-04,    1.28763654395563093607e-18,    3.1250000000e-02,  grd,    7
   29,4.97579679526029359377e-04,    1.50075991628637754074e-18,    6.2500000000e-02,  grd,    6
   30,4.80980074502066455317e-04,    1.19640194978758477265e-18,    3.1250000000e-02,  grd,    7
   31,4.71248923772975931643e-04,    1.19772760429383565607e-18,    7.8125000000e-03,  grd,    9
   32,4.68213352556553217328e-04,    2.35797968312886229779e-18,    7.8125000000e-03,  grd,    9
   33,4.57381228056257449141e-04,    1.39959741978625765066e-18,    3.9062500000e-03,  grd,   10
   34,4.55656173995970710262e-04,    2.24758733110661797947e-18,    3.1250000000e-02,  grd,    7
   35,4.45182963331732439380e-04,    2.01670845156163384397e-18,    3.9062500000e-03,  grd,   10
   36,5.59748456197963382503e-07,    9.08005291751369405836e-19,    1.0000000000e+00,  new,    2
   37,4.55306778727681011151e-13,    4.91154016095532517524e-22,    1.0000000000e+00,  new,    2
